a : 			eyk
sky :             n.##aasmaan(m.)&nbsp;/&nbsp;charKH(m.)&nbsp;/&nbsp;falak(m.)
skylight : 	n.##roSHan daan(m.)
slabber : 	v.i.##raal baehna
slack : 		a.##Dhiila&nbsp;/&nbsp;jhola&nbsp;/&nbsp;maddham&nbsp;/&nbsp;phus phusa&nbsp;/&nbsp;sust
slackness : 	n.##Dhiil
slake : 		v.t.##bhigona&nbsp;/&nbsp;bujhaana&nbsp;/&nbsp;rok thaam karna
slain : 		a.##kuSHtah&nbsp;/&nbsp;mara&nbsp;/&nbsp;maqtuul&nbsp;/&nbsp;qatl SHudah
slam : 		v.t.##dey maarna&nbsp;/&nbsp;pheynkna 
slam : 		n.##baazi(f.)&nbsp;/&nbsp;goT(f.)
slammer : 	n.##Hawaalaat&nbsp;/&nbsp;qaed KHaanah
slander : 	v.t.##ruswa karna
slander : 	n.##ehaanat&nbsp;/&nbsp;hatak&nbsp;/&nbsp;ukhaaR pachhaaR
slanderous : 	a.##ehaanat aameyz
slang : 		a.##mubtazil
slant : 		a.##Dhalwaan
slanting : 	a.##aaRa(m.)&nbsp;/&nbsp;aaRi(f.)&nbsp;/&nbsp;Dhalwaan
slap : 		v.t.##chapat rasiid karna&nbsp;/&nbsp;haath maarna&nbsp;/&nbsp;
			thappaR lagaana
slap :            n.##chaanTa&nbsp;/&nbsp;haath&nbsp;/&nbsp;tamaanchah&nbsp;/&nbsp;thappaR
slash : 		n.##kaaT
slate : 		v.t.##bura bhala kaehna&nbsp;/&nbsp;KHuub piiTna&nbsp;/&nbsp;rageydna
slaughter :       v.t.##ghamsaan&nbsp;/&nbsp;halaak karna&nbsp;/&nbsp;zabaH karna
slaughter :       n.##halaakat&nbsp;/&nbsp;KHuun&nbsp;/&nbsp;kuSHt o KHuun&nbsp;/&nbsp;zabaH
slaughter house : n.##kameylah&nbsp;/&nbsp;mazbaH&nbsp;/&nbsp;mazbaH KHaanah
slave :           n.##abd&nbsp;/&nbsp;bandah&nbsp;/&nbsp;GHulaam
slave girl : 	n.##baandi
slave market : 	n.##naKHaas
slavery : 	n.##GHulaami&nbsp;/&nbsp;maeHkuumi&nbsp;/&nbsp;maeHkuumiyat
slaver : 		n.##mun sey baehti raal
slaver : 		v.i.##juuti chukna&nbsp;/&nbsp;raal Tapakna
slavish : 	a.##adna&nbsp;/&nbsp;pur muSHaqqat
slavishly : 	adv.##meHnat sey
slay : 		v.t.##lahu meyn haath rangna&nbsp;/&nbsp;maar Daalna&nbsp;/&nbsp;
			qatl karna
slaying :         n.##qatl(m.)
sleazy : 		a.##phus phusa
sledgehammer :    n.##hatauRa&nbsp;/&nbsp;maar tol
sleight : 	n.##SHobadah
sleight of hand : n.##hath pheyri&nbsp;/&nbsp;kartab
sleek : 		a.##chamak daar&nbsp;/&nbsp;chikna
sleep :           n.##niind&nbsp;/&nbsp;KHwaab
sleep :           v.i.##lambi taanna&nbsp;/&nbsp;sona&nbsp;/&nbsp;paRna
sleep : 		v.t.##sulaana
sleepless : 	a.##bey daar
sleepy : 		a.##KHwaab aaluudah
sleet : 		n.##barf daar baariSH&nbsp;/&nbsp;oley daar baariSH
sleeve : 		n.##aastiin
slender : 	a.##baariik&nbsp;/&nbsp;dubla&nbsp;/&nbsp;gul andaam&nbsp;/&nbsp;naazuk
sleuth : 		n.##suraaGH rasaan
slew : 		v&nbsp;/&nbsp;i.##chakkar deyna&nbsp;/&nbsp;ghamaana&nbsp;/&nbsp;palTa deyna
slew : 		n.##chakkar&nbsp;/&nbsp;ghamaa'i&nbsp;/&nbsp;palTa&nbsp;/&nbsp;peych
slick : 		v.t.##chaaTna
slick : 		a.##chaalaak&nbsp;/&nbsp;chamkiila&nbsp;/&nbsp;chikna&nbsp;/&nbsp;
			manjha hu'a&nbsp;/&nbsp;hoSHiyaar
slickness : 	n.##chiknaahaT&nbsp;/&nbsp;phislan
slicking : 	n.##chaTaa'i(f.)
slice : 		n.##laKHt&nbsp;/&nbsp;phaank&nbsp;/&nbsp;qaaSH&nbsp;/&nbsp;qatlah
sliced : 		a.##qaaSH qaaSH
slide : 		v.t.##khiskaana&nbsp;/&nbsp;phislaana&nbsp;/&nbsp;rapTaana
slide : 		v.i.##khisakna&nbsp;/&nbsp;phisalna&nbsp;/&nbsp;rapaTna
slight : 		a.##bey wuqat&nbsp;/&nbsp;dhiima&nbsp;/&nbsp;KHafiif&nbsp;/&nbsp;qaliil&nbsp;/&nbsp;thoRa sa
slightest : 	a.##zara saa bhi
slightly : 	adv.##thoRa sa
slim : 		v.i.##wazan kam karna
slim : 		a.##naaz niin&nbsp;/&nbsp;naazuk&nbsp;/&nbsp;patla dubla
slime : 		n.##kiichaR&nbsp;/&nbsp;gaad&nbsp;/&nbsp;raqiiq
slime : 		v.t.##lutheyR deyna
slink away : 	v.t.##kaTna&nbsp;/&nbsp;katraana&nbsp;/&nbsp;raastah katraana
 
slip :            v.i.##khiskana&nbsp;/&nbsp;laGHziSH karna&nbsp;/&nbsp;phisalna&nbsp;/&nbsp;rapaTna
slip : 		v.t.##khiskaana&nbsp;/&nbsp;phislaana&nbsp;/&nbsp;rapTaana
slip :            n.##KHata&nbsp;/&nbsp;khoT&nbsp;/&nbsp;laGHziSH&nbsp;/&nbsp;parchah&nbsp;/&nbsp;
			parchi(dim.)&nbsp;/&nbsp;phislan
slippage : 	n.##khisak&nbsp;/&nbsp;laGHziSH&nbsp;/&nbsp;sarak
slipper :         n.##juuti(dim.)&nbsp;/&nbsp;paezaar
slipperiness : 	n.##phislan(f.)&nbsp;/&nbsp;rapaT(m.)
slippery :        a.##chikna&nbsp;/&nbsp;kachcha&nbsp;/&nbsp;phisal waan
slipping : 	n.##laGHziSH
slit : 		a.##chaak&nbsp;/&nbsp;phaTa
slit : 		v.t.##chaak karna
slit : 		n.##jhiri&nbsp;/&nbsp;SHigaaf
slither : 	n.##GHalti karna&nbsp;/&nbsp;laGHiziSH karna
slogan : 		n.##narah
sloganeer : 	n.##narah zan
slope : 		n.##Dhaal&nbsp;/&nbsp;Dhalaan
sloping : 	a.##Dhalwaan
sloth : 		n.##alkasi&nbsp;/&nbsp;kaahili&nbsp;/&nbsp;susti
slothful : 	a.##aaraam pasand&nbsp;/&nbsp;dhiila&nbsp;/&nbsp;sust
slouch : 		n.##bey Dhab&nbsp;/&nbsp;maryal
slouch : 		v.i.##jhukna
slouchy : 	a.##Dheela Dhaala
slough : 		n.##dal dal(f.)
sloven : 		a.##Dhiila
slovenly : 	a.##dehqaani&nbsp;/&nbsp;Dhiila&nbsp;/&nbsp;phuu'aR
slovenly : 	adv.##Dhiila
slow :            a.      aahistah&nbsp;/&nbsp;Dhiila&nbsp;/&nbsp;dhiima&nbsp;/&nbsp;
			kaahil&nbsp;/&nbsp;maddham&nbsp;/&nbsp;sust
slowly :          adv.##aatey aatey&nbsp;/&nbsp;aatey jaatey&nbsp;/&nbsp;aahistah&nbsp;/&nbsp;
			raftah raftah
slowness : 	n.##aahistagi&nbsp;/&nbsp;Dhiila pan&nbsp;/&nbsp;susti
slug : 		n.##Dhiila Dhaala&nbsp;/&nbsp;sust moTa
slugfest : 	n.##dang fasaad&nbsp;/&nbsp;maar piiT
sluggish : 	a.##faatir&nbsp;/&nbsp;sust
sluggishness : 	n.##aalkasi(f.)&nbsp;/&nbsp;kaahili(f.)&nbsp;/&nbsp;sahel angaari(f.)
sluice : 		n.##aab band
slumber : 	n.##GHaflat
slump : 		n.##kasaad
slump of the market : n.##kasaad baazaari
sly :             a.      baanka&nbsp;/&nbsp;siyaana
slyness : 	n.##kaaT phaans
smacking : 	a.##KHuSH gawaar
small :           a.##chhoTa&nbsp;/&nbsp;KHurd&nbsp;/&nbsp;kotaah&nbsp;/&nbsp;qaliil&nbsp;/&nbsp;saGHiir&nbsp;/&nbsp;thoRa
smallish :        a.      chhoTa&nbsp;/&nbsp;moTa
smallness :       n.      chhoTaa'i
smart : 		a.##chaalaak&nbsp;/&nbsp;chaaq&nbsp;/&nbsp;naweyla&nbsp;/&nbsp;phurtiila&nbsp;/&nbsp;
			SHaatir&nbsp;/&nbsp;teykha(m.)&nbsp;/&nbsp;teykhi(f.)&nbsp;/&nbsp;teyz
smarten : 	v.t.##teyz banna
smartness : 	n.##baanl pan(m.)&nbsp;/&nbsp;KHuSH libaasi(f.)
smash : 		v.t.##bar baad karna&nbsp;/&nbsp;chuur chuur karna
smasher : 	n.##zaarib
smashing beauty : n.##paTaaKHa(m.)
smattering : 	n.##waajibi sa ilm
smear : 		v.t.##saanna
smell :           v.t.##suunghna
smell : 		n.##baas(f.)&nbsp;/&nbsp;KHuSH bu(f.)&nbsp;/&nbsp;mahek(f.)
smell the rat : 		maatha Thanakna
smelt :           v.t.##dhaat pighlaana
smile : 		v.i.##muskaana&nbsp;/&nbsp;muskuraana
smile :           n.##ibtesaam&nbsp;/&nbsp;muskura haT&nbsp;/&nbsp;tabassum
smiling :         a.##mutabassim
smiling : 	n.##muskuraahaT(f.)
smiling : 	a.##KHandaan
smirch : 		n.##kasaafat&nbsp;/&nbsp;nang
smirk : 		n.##bey waquuf aanah hansi(f.)
smite : 		v.t.##maarna&nbsp;/&nbsp;piiTna&nbsp;/&nbsp;zaliil karna
smitten :         a.      giraftaar&nbsp;/&nbsp;maara&nbsp;/&nbsp;majbuur&nbsp;/&nbsp;majruuH
smoke :           n.      dhu'aan
smoke :           v.i.    noSH karna&nbsp;/&nbsp;piina
smoke : 		v.t.##dhuuni deyna
smoky : 		a.##dhuaa'n daar
smolder : 	v.t.##sulagna
smoldering : 	a.##sulgta
smooth :          a.      chikna&nbsp;/&nbsp;ham waar&nbsp;/&nbsp;saliis&nbsp;/&nbsp;sapaaT
smoothen : 	v.t.##jhol nikaalna
smoothness :      n.      chikna pan&nbsp;/&nbsp;malaasat&nbsp;/&nbsp;narmi&nbsp;/&nbsp;
			rawaangi&nbsp;/&nbsp;safaa'i
smother : 	v.t.##chhupaana&nbsp;/&nbsp;dabaana&nbsp;/&nbsp;gala ghuuTna
smouch : 		v.t.##churaana&nbsp;/&nbsp;maar leyna
smoulder : 	v.i.##kajlaana
smudge : 		n.##dhabba
smudge : 		v.t.##dhabbey daar karna&nbsp;/&nbsp;gana karna          
smug : 		a.##chikna
smug : 		v.t.##qabzah karna
smuggler : 	n.##qachaaqchi
smuggling :       n.      naa jaa'ez dar aamad bar aamad
smuggle : 	n.##lipaTna&nbsp;/&nbsp;pyaar karna
smut : 		n.##GHaliiz guftugu&nbsp;/&nbsp;kaala dhaabah&nbsp;/&nbsp;kaalik
snag : 		n.##aTak&nbsp;/&nbsp;gaanTh
snake :           n.      saanp
snake charmer :   n.##madaari(m.)&nbsp;/&nbsp;sapeyra(m.)
snakeskin : 	n.##saanp ka chamRa
snake : 		v.i.##reyngna
snake : 		v.t.##ghasiiTna
snap : 		v.t.##jhapaT kar kaaTna
snap : 		v.i.##choT kasna&nbsp;/&nbsp;lapakna&nbsp;/&nbsp;yak bah yak TuuTna
snap of the fingers :     chuTki(f.)
(to be)snared :           phansna
 
snare : 		v.t.##daam meyn laana&nbsp;/&nbsp;Dora&nbsp;/&nbsp;Dori&nbsp;/&nbsp;
			jaal meyn phaansna&nbsp;/&nbsp;phandey meyn laana
snare :           n.      daam&nbsp;/&nbsp;jaal&nbsp;/&nbsp;phanda&nbsp;/&nbsp;phisal phanda
 
snarl : 		n.##gaanTh&nbsp;/&nbsp;girah&nbsp;/&nbsp;gutthi
snarl : 		v.t.##uljhaana
snarly : 		a.##chiR ciRa&nbsp;/&nbsp;jhalla
snatch :          v.t.    chhiinna&nbsp;/&nbsp;jhapaT leyna&nbsp;/&nbsp;khasoTna&nbsp;/&nbsp;
			lapakna&nbsp;/&nbsp;nochna
snatching : 	n.##chiina jhapTi(f.)
sneak in :                chori chhupey ghusna
sneaker : 	a.##chori chhupey kaam karney waala
sneaky : 		a.##dhoka deyney waala
sneer : 		v.t.##munnh chiRhaana&nbsp;/&nbsp;tanz karna
sneering : 	n.##jali kaTi(f.)
sneeringly : 	adv.##tanzan
sneeze : 		n.##chhiink(f.)
sneeze :          v.i.##chhiinkna
snicker : 	v.t.##munh dabaa kar hansna
snide : 		a.##naa gawaar&nbsp;/&nbsp;zaliil
sniffle : 	n.##zukaam(m.
sniper : 		n.##chhup kar goli chalaaney waala
snippet : 	n.##chhilan&nbsp;/&nbsp;chhoTi si chiiz&nbsp;/&nbsp;dhajji&nbsp;/&nbsp;katran
snitch : 		n.##muKHbir
snob : 		a.##maGHruur
snobbism : 	n.##ghamanDi&nbsp;/&nbsp;GHuruur
snoop : 		n.##jaasuus
snoop : 		v.t.##taak jhaank karna
snooping : 	n.##jaasuusi&nbsp;/&nbsp;taak jhaank
snoot : 		n.##naak(f.
snooty : 		a.##Heqaarat aameyz&nbsp;/&nbsp;maGHruur
snore : 		v.i.##KHarraaTey leyna
snoring : 	n.##KHarraTa(m.)
snort : 		v.i.##KHarraaTey leyna
snort : 		n.##KHarraTa(m.)
snot : 		n.##naak&nbsp;/&nbsp;kamiinah
snotty : 		a.##nak chaRha
snow :            n.##barf(f.)
snub : 		v.t.##DapaTna&nbsp;/&nbsp;jhiRakna
snub : 		n.##DaanT&nbsp;/&nbsp;jhiRki
so :              adv.    pas&nbsp;/&nbsp;phir&nbsp;/&nbsp;to
so called : 		naam nihaad
so far as possible :      Hatt ul imkaan
so long as : 	adv.##jab tak
so that : 	adv.##taa keh
soaking : 	a.##jaazib
soaking wet : 	n.##SHara bor&nbsp;/&nbsp;tar ba tar
soap :            n.      saabun
soar : 		v.t.##chaRhna
sob : 		n.##subki
sob : 		v.t.##subkiyaan leyna&nbsp;/&nbsp;siski bharna
sobbing : 	n.##siski
sober : 		a.##sanjiidah
sobriety : 	n.##mataanat(f.)&nbsp;/&nbsp;sanjiidgi(f.)
social :          a.##majlisi&nbsp;/&nbsp;moaSHrati&nbsp;/&nbsp;samaaji&nbsp;/&nbsp;yaar baaSH
socialism : 	n.##iSHtiraakiyat(f.)
socially : 	adv.##moaaSHirati taur par
societal : 	a.##moaaSHirat ka
society :         n.      anjuman&nbsp;/&nbsp;jamaaat&nbsp;/&nbsp;moaaSHrah&nbsp;/&nbsp;samaaj&nbsp;/&nbsp;soHbat
socks : 		n.##jurraab(m.)mozah(m.)
soft :            a.##ghula&nbsp;/&nbsp;gudaaz&nbsp;/&nbsp;halka phulka&nbsp;/&nbsp;komal&nbsp;/&nbsp;loch daar&nbsp;/&nbsp;
			mulaa'em&nbsp;/&nbsp;narm&nbsp;/&nbsp;pich picha&nbsp;/&nbsp;pilpila&nbsp;/&nbsp;pola
soft sore :       a.      figaar
soften : 		v.t.##galaana
softness :        n.      gudaaz&nbsp;/&nbsp;loch&nbsp;/&nbsp;mulaa'emiyat&nbsp;/&nbsp;narmi
soil :            n.      miTTi&nbsp;/&nbsp;zamiin
soil :            n.      gandagi&nbsp;/&nbsp;GHalaazat&nbsp;/&nbsp;gobar&nbsp;/&nbsp;najaasat
soiled :          a.      ganda
solace : 		v.i.##GHam GHalat karna
solace : 		v.t.##aas deyna&nbsp;/&nbsp;Dhaaras deyna
solace : 		a.##Dhaaras
solar : 		a.##aaftaabi&nbsp;/&nbsp;dhuup ka&nbsp;/&nbsp;KHaawari&nbsp;/&nbsp;SHamsi
(to be)sold :             bikna&nbsp;/&nbsp;bikwaana
solder : 		v.t.##jhaalna
soldering : 	n.##joR(m.)
soldier :         n.##askari&nbsp;/&nbsp;fauji&nbsp;/&nbsp;laSHkari&nbsp;/&nbsp;sipaahi
soldiery : 	n.##sipaahi dastah
sole :            a.##yagaanah
solely :          adv.##bila SHirkat&nbsp;/&nbsp;faqat&nbsp;/&nbsp;maeHz&nbsp;/&nbsp;saraa sar
solemn : 		a.##matiin&nbsp;/&nbsp;sanjiidah
solemnity : 	n.##mataanat(f.)&nbsp;/&nbsp;sanjiidagi(f.)&nbsp;/&nbsp;waqaar(m.)
solicit : 	v.t.##maangna&nbsp;/&nbsp;samajat karna&nbsp;/&nbsp;talab karna
solicitation : 	n.##arz&nbsp;/&nbsp;ilitija&nbsp;/&nbsp;samaajat(f.)&nbsp;/&nbsp;talab(f.)
solicitor : 	n.##muKHtaar
solicitude : 	n.##aarzu(f.)&nbsp;/&nbsp;fikr(f.)&nbsp;/&nbsp;KHad SHah(m.)
solid :           a.##kaThor&nbsp;/&nbsp;matiin&nbsp;/&nbsp;pakka&nbsp;/&nbsp;puKHtah&nbsp;/&nbsp;raasiKH&nbsp;/&nbsp;
			saabit&nbsp;/&nbsp;Thos&nbsp;/&nbsp;ustuwaar
solidify : 	v.t.##peywast karna
solidity : 	a.##dal(m.)&nbsp;/&nbsp;mataanat(f.)
soliloquy : 	n.##KHud kalaami
solitary :        a.##akeyla&nbsp;/&nbsp;alaaHedah&nbsp;/&nbsp;alag&nbsp;/&nbsp;chhaRa&nbsp;/&nbsp;mujarrad&nbsp;/&nbsp;
			tanha&nbsp;/&nbsp;waaHid
solitude : 	n.##KHalwat(f.)
solution :        n.##Hal(m.)
solve : 		v.t.##Hal karna&nbsp;/&nbsp;suljhaana
solve : 		v.i.##sulajhna
solvent : 	n.##galaawaT
some :            a.      baz&nbsp;/&nbsp;chand&nbsp;/&nbsp;ka'i&nbsp;/&nbsp;kisi&nbsp;/&nbsp;ko'i&nbsp;/&nbsp;
			kuchh&nbsp;/&nbsp;thoRa
somebody : 	pron.##ko'i
someone : 	pron.##ko'i
somersault : 	n.##qala baazi(f.)
something :       n.      kuchh
sometime :        adv.    kabhi
sometimes :       adv.    kabhi kabhi
somewhat :        adv.    kisi qadr&nbsp;/&nbsp;kuchh&nbsp;/&nbsp;kuchh kuchh&nbsp;/&nbsp;qadr e qaliil
somewhere :       adv.    kahiin
son :             n.      aulaad&nbsp;/&nbsp;beyTa&nbsp;/&nbsp;farzand&nbsp;/&nbsp;ibn&nbsp;/&nbsp;jaaya&nbsp;/&nbsp;KHalaf&nbsp;/&nbsp;
			laal&nbsp;/&nbsp;laKHt e jigar&nbsp;/&nbsp;pisar&nbsp;/&nbsp;puut
(dutiful)son : 	n.##supuut
song :            n.      gaana&nbsp;/&nbsp;giit&nbsp;/&nbsp;naGHmah&nbsp;/&nbsp;tarannum&nbsp;/&nbsp;zamzamah
sons :            n.      abnaa'&nbsp;/&nbsp;aulaadeyn&nbsp;/&nbsp;beyTey
sonorant : 	n.##pur sada
sonorous : 	a.##buland saut
soon :            adv.    anqariib&nbsp;/&nbsp;fauran&nbsp;/&nbsp;jald
sooner : 		a.##aur jald
soothe : 		v.t.##thap thapaana
soothing :        a.      dil nawaaz&nbsp;/&nbsp;sukuun deyney waala
sooth-sayer : 	n.##ojha&nbsp;/&nbsp;kaahin(m.)&nbsp;/&nbsp;kaahinah(f.)
sop : 		n.##kiichaR&nbsp;/&nbsp;luqmah&nbsp;/&nbsp;tama
sophisticated : 	a.##pur takalluf&nbsp;/&nbsp;saaKHtah
sophistry : 	n.##hath kanDa&nbsp;/&nbsp;jul
soporific : 	a.##KHwaab aaluudah
sorcerer : 	n.##jaadu gar&nbsp;/&nbsp;ojha&nbsp;/&nbsp;saaHir&nbsp;/&nbsp;siyaana
sorceress : 	n.##jaadu garni
sordid : 		a.##faro maayah&nbsp;/&nbsp;GHaliiz&nbsp;/&nbsp;KHasiis
sore : 		n.##ghaa'o&nbsp;/&nbsp;jaraH&nbsp;/&nbsp;zaKHm
sore : 		a.##zaKHmi
soreness : 	n.##kabiidagi
sorghum : 	n.##juaar(f.)
sorrow :          n.      afsos&nbsp;/&nbsp;andoh&nbsp;/&nbsp;dard(poet.)&nbsp;/&nbsp;GHam&nbsp;/&nbsp;hiraas&nbsp;/&nbsp;Huzn&nbsp;/&nbsp;
			qalaq(m.)&nbsp;/&nbsp;ranj(m.)&nbsp;/&nbsp;sog(m.)&nbsp;/&nbsp;taassuf(m.)
(without)sorrow : a.##bey GHam
sorrows :         n.##Huzn(m.)
sorrowful :       a.      aazurdah dil&nbsp;/&nbsp;afsos naak&nbsp;/&nbsp;andoh naak&nbsp;/&nbsp;GHam giin&nbsp;/&nbsp;
			Haziin&nbsp;/&nbsp;KHastah&nbsp;/&nbsp;maluul&nbsp;/&nbsp;mutaa'ssif&nbsp;/&nbsp;sog waar&nbsp;/&nbsp;
			uchaaT&nbsp;/&nbsp;udaas
sorry : 		a.##afsos zadah&nbsp;/&nbsp;ranjiidah&nbsp;/&nbsp;SHarmindah
sort : 		n.      nau&nbsp;/&nbsp;qabiil(m.)&nbsp;/&nbsp;qism&nbsp;/&nbsp;SHiq&nbsp;/&nbsp;sinf
sough : 		v.t.##saa'en saa'en karna
soul :            n.      aatma&nbsp;/&nbsp;dil&nbsp;/&nbsp;jaan&nbsp;/&nbsp;jii&nbsp;/&nbsp;jigar&nbsp;/&nbsp;qalb&nbsp;/&nbsp;ruuH
soulless : 	a.##bey jaan&nbsp;/&nbsp;bey jazbah&nbsp;/&nbsp;bey ruuH
sound :           v.i.    bajna
sound :           n.      aawaaz&nbsp;/&nbsp;nida
sound :           a.      durust&nbsp;/&nbsp;saabit&nbsp;/&nbsp;saalim&nbsp;/&nbsp;saaleH&nbsp;/&nbsp;saHiiH&nbsp;/&nbsp;imdah
soundless : 	a.##bey aawaaz&nbsp;/&nbsp;saakit
soundness : 	n.##durusti(f.)
soup : 		n.##aab joSH(m.)&nbsp;/&nbsp;aaSH(m.)&nbsp;/&nbsp;SHorba(m.)
sour :            a.      khaTTa
source :          n.      asl&nbsp;/&nbsp;ghar&nbsp;/&nbsp;maaKHaz&nbsp;/&nbsp;maKHraj&nbsp;/&nbsp;sar chaSHmah
sourness :        n.      khaTaas
south :           n.      junuub
southern :        n.      junuubi
souvenir :        n.      niSHaani&nbsp;/&nbsp;yaad gaar
sovereign :       n.      farman rawa&nbsp;/&nbsp;Hukm raan&nbsp;/&nbsp;paad SHaah&nbsp;/&nbsp;sultaan
sovereignty :     n.      KHud muKHtaari&nbsp;/&nbsp;mutlaq ul anaani&nbsp;/&nbsp;
			reyaasat&nbsp;/&nbsp;saltanat
sow :             v.t.    bona
sow : 		n.##suu'arni  
space :           n.##arsah(m.)&nbsp;/&nbsp;faasilah(m.)&nbsp;/&nbsp;ghar(m.)&nbsp;/&nbsp;jagah(f.)&nbsp;/&nbsp;
			khapat(f.)&nbsp;/&nbsp;makaan(m.)&nbsp;/&nbsp;masaafat(f.)&nbsp;/&nbsp;
			samaa'i(f.)&nbsp;/&nbsp;wusat(f.)
spacious :        n.##faraaKH&nbsp;/&nbsp;kusHaadah&nbsp;/&nbsp;wasii
spaciousness : 	n.##kuSHaadagi&nbsp;/&nbsp;tausii
spackle : 	n.##leyp
spade : 		n.##beyl&nbsp;/&nbsp;beylchah
span : 		n.##kuSHaadagi
spangle : 	n.##chamki(f.)
spank : 		v.t.##thappaR maarna
spare : 		v.t.##bachaana&nbsp;/&nbsp;chhoRna
spare : 		n.##faaltu&nbsp;/&nbsp;kotal
spare part : 	n.##purzah
spark :           n.      chingaari&nbsp;/&nbsp;par kaalah&nbsp;/&nbsp;patanga&nbsp;/&nbsp;SHaraarah
sparkling : 	a.##taabindah&nbsp;/&nbsp;taab naak&nbsp;/&nbsp;ujaagar
sparse : 		a.##chhidra&nbsp;/&nbsp;kam&nbsp;/&nbsp;qaliil
spasm : 		n.##aenThan(f.)
spat : 		n.##tu tu maen maen
spat : 		v.t.##jhagaRna&nbsp;/&nbsp;thappaR marna
spate :           n.##baaRh&nbsp;/&nbsp;sael aab
spatter : 	v.t.##bikheyrna&nbsp;/&nbsp;phaelaana
spattering : 	n.##chand buundeyn
spatula : 	n.##Dauwa&nbsp;/&nbsp;kaf giir
spawn : 		n.##atfaal&nbsp;/&nbsp;nasl&nbsp;/&nbsp;paud
speak :           v.i.##alfaaz ada karna&nbsp;/&nbsp;bolna&nbsp;/&nbsp;lab hilaana&nbsp;/&nbsp;
			lab kholna&nbsp;/&nbsp;zabaan kholna
speak :           v.t.##bolna&nbsp;/&nbsp;elaan karna&nbsp;/&nbsp;izhaar karna&nbsp;/&nbsp;kaehna&nbsp;/&nbsp;
			zikr karna
speak : 		n.##boli
speak harshly : 		Tarraana
speak out : 	v.t.##munh kholna&nbsp;/&nbsp;zabaan kholna
speaker : 	n.##mutakallim(m.)
speaking :        a.##bolta&nbsp;/&nbsp;goya&nbsp;/&nbsp;mutakallim
spear : 		n.##neyzah
spearhead : 	n.##sinaan
special :         a.##KHaas&nbsp;/&nbsp;maKHsuus
species :         n.      jins&nbsp;/&nbsp;nau&nbsp;/&nbsp;qism&nbsp;/&nbsp;sinf
specific : 	a.##KHaas
specifically : 	a.##bil KHusuus
specification :   n.##nauiyat&nbsp;/&nbsp;tafsiil
specified : 	a.##maKHsuus
specimen :        n.##baangi(f.)&nbsp;/&nbsp;namuunah(m.)&nbsp;/&nbsp;misaal(f.)
specious : 	a.##saHiiH&nbsp;/&nbsp;zahiran durust
speck : 		n.##chitti&nbsp;/&nbsp;daaGH&nbsp;/&nbsp;phuTki&nbsp;/&nbsp;nuqtah&nbsp;/&nbsp;zarrah
speckled : 	a.##chitti daar
spectacle :       n.      manzar&nbsp;/&nbsp;numaa'iSH&nbsp;/&nbsp;tamaaSHah
spectacles :      n.      aenak&nbsp;/&nbsp;chaSHmah
spectacular : 	a.##pur tamaaSHah
spectator : 	n.##tamaaSHaa'i
spectre : 	n.##ifriit
speculation : 	n.##saTTa
speech :          n.##bayaan&nbsp;/&nbsp;boli&nbsp;/&nbsp;guftaar&nbsp;/&nbsp;guftgu&nbsp;/&nbsp;kalaam&nbsp;/&nbsp;
			KHitaab&nbsp;/&nbsp;nutq&nbsp;/&nbsp;taqriir&nbsp;/&nbsp;suKHan&nbsp;/&nbsp;zabaan
speech impediment : n.##luknat
speechless :      a.      bey zabaan&nbsp;/&nbsp;chup chup
(rendered)speechless : a. laa jawaab karna
speed :           n.      jaldi&nbsp;/&nbsp;raftaar&nbsp;/&nbsp;surat&nbsp;/&nbsp;tarraari&nbsp;/&nbsp;teyzi&nbsp;/&nbsp;ijlat
speedy : 		a.##aajil&nbsp;/&nbsp;jald&nbsp;/&nbsp;teyz raftaar
spell : 		v.t.##hijjey karna
spell : 		n.##faal&nbsp;/&nbsp;jaadu&nbsp;/&nbsp;paRhant
spellbound : 	a.##maeHsuur
spelling : 	n.##hijja(m.)
spend :           v.t.##basar karna&nbsp;/&nbsp;KHarch karna&nbsp;/&nbsp;guzaarna
spend wildly : 		luTaana
spending :        n.##basar&nbsp;/&nbsp;KHarch(m.)
spending(time) :  a.##basar
spendthrift : 	n.##fuzuul KHarch(m.)&nbsp;/&nbsp;masduud(m.)
spendthrift : 	a.##fuzuul KHarch&nbsp;/&nbsp;masduud
spew : 		v.t.##qaey karna
spew : 		n.##qaey
sphere : 		n.##kurrah
spice : 		n.##masaalah
spices : 		n.##kiraana
spicy : 		a.##chaT paTa&nbsp;/&nbsp;teykha(m.)&nbsp;/&nbsp;teykhi(f.)&nbsp;/&nbsp;teyz
spider : 		n.##makRi(f.)
spigot : 		n.##TonTi
spike : 		n.##kiil(f.)&nbsp;/&nbsp;meyKH(f.)&nbsp;/&nbsp;tiili
spike fiddle : 	n.##chikaara
spiky : 		a.##nokiili
spill : 		v.t.##bar baad karna&nbsp;/&nbsp;giraana&nbsp;/&nbsp;pheynkna&nbsp;/&nbsp;
			zaa'e karna
spill : 		v.i.##Dhalkaana
spin : 		v.t.##charKHah kaatna&nbsp;/&nbsp;ghamaana&nbsp;/&nbsp;kaatna&nbsp;/&nbsp;pheyrna
spinach : 	n.##paalak
spinal marrow : 	n.##Haraam maGHz(m.)
spindle : 	n.##duuk&nbsp;/&nbsp;phirki
spine : 		n.##riiRh(f.)
spinner : 	n.##kaatney waala
